"product_id","color_id","size_id","stock_at_day_71","stock_replenishment_days_72","stock_replenishment_days_73","stock_replenishment_days_74","stock_replenishment_days_75","stock_replenishment_days_76","stock_replenishment_days_77"
51741477,665237982,727657238,94,0,0,1,0,0,0
51741477,665237982,792872119,78,0,0,0,0,0,0
51741477,665237982,912547955,76,0,0,0,0,0,1
51760946,842213539,820445075,5,0,0,0,0,0,0
51772113,762978915,820445075,0,1,0,0,0,0,0
51813542,444220004,820445075,36,3,2,2,0,2,0
51883856,149270693,54666687,50,0,3,1,0,5,6
51883856,149270693,111455099,0,0,5,0,0,0,2
51883856,149270693,242364222,25,2,7,3,2,8,7
51883856,149270693,513017386,3,5,5,1,-2,6,4
51883856,149270693,820445075,71,2,6,1,5,2,9
51883856,448402856,54666687,294,-1,3,1,0,1,3
51883856,448402856,111455099,37,3,6,2,4,0,5
51883856,448402856,242364222,358,5,6,3,0,7,10
51883856,448402856,513017386,119,3,3,-1,1,1,6
51883856,448402856,820445075,248,2,2,-1,0,5,8
52015253,842213539,111455099,23,0,0,0,0,0,1
52015253,842213539,513017386,40,1,0,0,0,0,0
52015253,842213539,820445075,41,0,0,0,0,0,0
52324163,909958217,111455099,1,0,0,0,0,0,0
52324163,909958217,452052101,1,0,0,0,0,0,0
52324163,909958217,541898038,31,0,0,0,0,0,0
52324163,909958217,704351195,5,0,0,0,0,0,0
52324163,909958217,727657238,6,0,0,0,0,0,0
52324163,909958217,792872119,3,0,0,0,0,0,0
52324163,909958217,912547955,13,0,0,0,0,0,0
52516848,78467031,7026791,75,0,0,0,0,0,0
52516848,78467031,8015276,54,1,0,0,0,0,0
52516848,78467031,541898038,22,0,0,0,0,0,0
52516848,78467031,558685710,80,0,0,0,0,0,0
52516848,78467031,560206786,36,0,0,0,0,0,0
52516848,78467031,843639151,81,0,1,0,0,0,0
52516848,120248078,7026791,51,0,0,0,0,0,2
52516848,120248078,8015276,40,0,0,0,0,0,0
52516848,120248078,541898038,40,0,-1,2,0,0,0
52516848,120248078,558685710,120,1,2,1,0,0,0
52516848,120248078,560206786,30,0,0,0,0,0,0
52516848,120248078,843639151,37,3,2,0,0,0,-1
52616088,70500738,7026791,120,0,3,0,0,0,0
52616088,70500738,8015276,120,1,2,0,0,0,0
52616088,70500738,541898038,45,0,0,1,0,0,0
52616088,70500738,558685710,167,0,2,-1,1,2,1
52616088,70500738,560206786,54,0,0,0,0,0,0
52616088,70500738,843639151,86,0,0,0,0,0,2
52750121,475628185,54666687,63,0,1,1,1,-1,2
52750121,475628185,111455099,5,0,1,-3,1,2,0
52750121,475628185,242364222,100,0,0,2,1,2,3
52750121,475628185,513017386,72,0,1,1,1,4,2
52750121,475628185,820445075,185,-1,2,1,0,4,4
52976924,787986818,7026791,63,9,0,0,2,0,0
52976924,787986818,8015276,53,0,0,0,0,2,0
52976924,787986818,452052101,0,1,0,1,0,0,1
52976924,787986818,541898038,22,0,0,0,1,0,0
52976924,787986818,558685710,1,1,-1,0,7,3,0
52976924,787986818,560206786,24,0,0,0,0,0,0
52976924,787986818,843639151,0,0,0,0,0,1,-1
53142809,78467031,182555396,0,0,18,9,0,0,0
53142809,78467031,489270175,0,0,21,11,0,0,0
53142809,78467031,558685710,0,0,84,38,-2,2,0
53142809,78467031,642148717,0,0,56,23,-1,1,0
53142809,78467031,674701524,0,0,34,16,0,0,0
53142809,78467031,941322277,0,0,65,34,0,0,0
53634434,49047126,8015276,127,1,0,1,2,0,1
53634434,49047126,558685710,115,2,1,-1,4,8,1
53634434,49047126,560206786,39,1,0,2,0,0,0
53634434,49047126,843639151,0,0,0,0,0,0,1
53634434,222716272,558685710,91,2,0,1,1,0,-1
53634434,617064550,8015276,56,0,0,2,1,-2,2
53634434,617064550,558685710,95,0,0,0,-1,1,-1
53634434,617064550,560206786,17,0,0,1,0,0,1
53667651,735224030,820445075,4,0,0,0,0,0,0
53726932,491503397,54666687,59,0,0,0,0,0,0
53726932,491503397,242364222,82,0,0,0,0,0,0
53726932,491503397,513017386,45,0,0,0,0,0,0
53726932,491503397,820445075,75,0,0,0,0,0,0
53774571,222716272,242364222,0,0,1,-1,0,0,0
53854995,671435780,820445075,136,0,0,0,1,0,0
54074353,617064550,54666687,34,0,1,0,0,1,1
54074353,617064550,242364222,44,0,0,0,0,1,0
54074353,617064550,513017386,15,0,0,0,1,1,0
54074353,617064550,820445075,37,0,0,1,0,0,1
54085224,735224030,820445075,138,0,0,0,0,0,0
54316435,735224030,111455099,8,0,0,0,0,0,0
54316435,735224030,242364222,6,0,0,0,0,0,0
54316435,735224030,452052101,3,0,0,0,0,0,0
54316435,735224030,820445075,1,0,0,0,0,0,0
54316435,842213539,111455099,5,0,0,0,0,0,0
54316435,842213539,242364222,6,0,0,0,0,0,1
54316435,842213539,452052101,3,0,0,0,0,0,0
54316435,842213539,513017386,2,0,0,0,0,0,0
54316435,842213539,820445075,7,0,0,0,0,0,0
54610779,593208659,242364222,41,0,0,0,0,2,0
54610779,593208659,513017386,15,0,0,0,0,0,0
54610779,593208659,820445075,27,0,0,0,0,0,0
54726172,538245223,7026791,73,0,0,0,0,0,1
54726172,538245223,8015276,64,0,0,0,0,0,0
54726172,538245223,452052101,25,0,0,0,0,0,0
54726172,538245223,541898038,34,1,0,0,0,0,0
54726172,538245223,558685710,46,1,0,0,0,0,0
54726172,538245223,560206786,25,0,0,0,0,0,0
54726172,538245223,843639151,31,0,0,1,0,1,0
54780569,718368786,111455099,1,0,0,0,0,0,0
54780569,718368786,242364222,15,0,0,0,0,0,0
54780569,718368786,820445075,38,0,0,0,0,0,0
54918949,837879286,7026791,396,1,1,0,0,1,0
54918949,837879286,8015276,483,1,1,-1,1,1,0
54918949,837879286,541898038,334,2,0,-1,0,1,1
54918949,837879286,558685710,445,1,2,0,0,0,0
54918949,837879286,843639151,521,1,3,0,0,1,0
55020307,735224030,513017386,18,0,0,0,0,0,0
55020307,735224030,820445075,28,0,0,0,0,0,0
55020307,917251037,513017386,18,0,0,0,0,0,0
55020307,917251037,820445075,29,0,0,0,0,0,0
55105454,272639036,820445075,247,4,9,3,0,5,-1
55280676,452481269,182555396,23,0,0,0,0,0,0
55280676,452481269,489270175,3,0,0,0,0,0,0
55280676,452481269,558685710,70,0,0,0,0,0,0
55280676,452481269,642148717,44,0,0,0,0,0,0
55280676,452481269,674701524,27,0,0,0,1,0,0
55280676,452481269,941322277,57,0,0,0,1,1,0
55313378,116063796,111455099,9,1,0,0,0,0,0
55313378,116063796,242364222,17,0,0,0,0,0,0
55313378,116063796,513017386,8,1,1,0,0,0,0
55313378,116063796,820445075,14,0,0,0,0,0,0
55313378,276284733,111455099,7,0,0,0,0,0,0
55313378,276284733,242364222,17,0,0,0,0,0,0
55313378,276284733,513017386,27,0,0,0,0,0,0
55313378,276284733,820445075,24,0,0,0,0,0,0
55365407,665237982,242364222,67,0,1,0,0,0,33
55365407,665237982,513017386,30,0,0,-1,1,0,22
55365407,665237982,820445075,52,0,1,0,1,0,18
55368255,842213539,54666687,42,1,0,0,0,0,0
55368255,842213539,111455099,4,0,0,1,0,0,2
55368255,842213539,242364222,68,1,0,1,1,0,2
55368255,842213539,513017386,27,1,1,0,0,0,0
55368255,842213539,820445075,39,0,2,0,0,2,0
55518794,834531481,54666687,34,0,0,0,0,0,0
55518794,834531481,111455099,19,0,0,1,0,0,0
55518794,834531481,242364222,51,0,0,1,0,1,0
55518794,834531481,513017386,25,0,1,0,0,0,0
55518794,834531481,820445075,66,0,0,0,0,0,0
55537269,671435780,3000471,29,0,0,0,0,0,0
55537269,671435780,319419383,20,0,0,0,0,0,0
55537269,671435780,422108434,5,0,0,0,0,0,1
55537269,671435780,558685710,16,0,0,0,0,0,0
55537269,671435780,600575761,19,1,1,0,0,0,0
55537269,671435780,674701524,13,0,0,0,0,0,0
55537269,671435780,941322277,26,0,0,0,0,0,0
55555569,961454195,54666687,19,2,2,0,1,2,0
55555569,961454195,242364222,42,2,2,1,0,4,1
55555569,961454195,513017386,1,1,0,0,0,0,3
55555569,961454195,820445075,20,0,-1,2,0,3,3
55760019,735224030,108454628,10,0,0,0,0,0,0
55760019,735224030,124455800,10,0,0,0,0,0,0
55760019,735224030,350037367,7,0,0,0,0,0,0
55760019,735224030,436761077,10,0,0,0,0,0,0
55760019,735224030,843639151,5,0,0,0,0,0,0
55950412,665237982,111455099,34,0,0,0,0,0,0
55950412,665237982,452052101,11,0,0,0,0,0,0
55950412,665237982,513017386,14,0,0,0,0,0,0
55950412,665237982,541898038,39,0,1,0,0,0,0
55950412,665237982,704351195,21,0,0,0,0,0,0
55950412,665237982,727657238,41,0,0,0,0,0,1
55950412,665237982,792872119,26,0,0,0,0,0,0
55950412,665237982,912547955,55,1,0,0,0,2,3
55983446,665237982,7026791,121,0,0,1,0,0,0
55983446,665237982,8015276,91,0,0,0,0,1,0
55983446,665237982,541898038,44,0,0,0,0,0,0
55983446,665237982,558685710,162,0,0,0,0,0,0
55983446,665237982,843639151,73,0,0,0,0,1,0
56094022,51733619,111455099,13,0,0,0,0,0,0
56094022,51733619,242364222,19,-2,2,0,0,0,0
56094022,51733619,513017386,23,0,0,0,0,0,0
56094022,51733619,820445075,16,0,0,0,0,0,0
56094022,718368786,111455099,8,0,0,1,0,0,0
56094022,718368786,242364222,9,0,0,0,0,0,0
56094022,718368786,513017386,23,0,3,0,0,0,0
56094022,718368786,820445075,10,0,1,0,0,0,-1
56094022,735224030,111455099,9,0,0,0,0,0,0
56094022,735224030,242364222,19,0,0,0,0,1,0
56094022,735224030,513017386,14,1,1,0,0,0,0
56094022,735224030,820445075,19,1,1,0,0,0,-1
56125069,429279321,422108434,0,0,0,0,1,0,0
56226957,537071943,242364222,25,1,1,2,0,10,1
56226957,537071943,513017386,27,0,0,0,0,0,0
56226957,537071943,820445075,46,0,0,0,0,0,1
56230005,654679495,242364222,4,1,0,0,1,0,1
56230005,654679495,820445075,156,-1,2,2,2,0,2
56230005,762978915,242364222,166,0,0,1,0,0,1
56230005,762978915,513017386,12,0,0,0,0,0,0
56230005,762978915,820445075,129,0,-1,1,0,0,0
56264185,477858656,54666687,8,2,1,1,0,0,3
56264185,477858656,111455099,14,0,0,0,2,0,2
56264185,477858656,242364222,0,0,3,2,0,1,0
56264185,477858656,513017386,13,0,3,0,0,1,1
56264185,477858656,820445075,0,0,0,0,0,1,3
56419955,744479403,452052101,3,0,0,0,0,0,0
56419955,744479403,513017386,1,0,0,0,0,0,0
56419955,744479403,704351195,2,0,0,0,0,0,0
56419955,744479403,727657238,1,0,0,0,0,0,0
56419955,744479403,792872119,1,0,0,0,0,0,0
56419955,744479403,912547955,1,0,0,0,0,0,0
56549057,34395634,182555396,18,0,0,0,0,0,0
56549057,34395634,421635475,20,0,0,-1,1,0,0
56549057,34395634,422108434,9,0,0,0,0,0,0
56549057,34395634,473452736,23,0,1,0,0,0,0
56549057,34395634,674701524,3,0,0,0,0,0,0
56549057,34395634,724094920,1,0,0,1,-1,0,0
56574295,744479403,7026791,174,0,0,1,-2,3,0
56574295,744479403,8015276,158,0,0,0,1,0,0
56574295,744479403,541898038,30,0,0,0,1,0,0
56574295,744479403,558685710,234,1,1,0,1,0,-1
56574295,744479403,560206786,13,0,0,0,0,0,0
56574295,744479403,843639151,216,0,0,0,0,0,0
56627907,475628185,111455099,70,0,0,0,0,0,0
56627907,475628185,452052101,58,0,0,0,0,0,0
56627907,475628185,513017386,44,0,0,0,0,0,1
56627907,475628185,541898038,53,0,0,1,0,0,1
56627907,475628185,704351195,54,0,0,0,0,0,0
56627907,475628185,727657238,63,0,0,0,0,0,0
56627907,475628185,792872119,59,0,0,0,0,0,0
56627907,475628185,912547955,27,0,0,0,0,0,0
56715875,735224030,111455099,13,0,0,0,0,0,0
56715875,735224030,242364222,16,0,0,0,0,0,0
56715875,735224030,513017386,17,0,0,0,0,0,0
56715875,735224030,820445075,14,0,0,0,0,0,0
56907493,298329588,452052101,0,1,2,1,2,0,1
56907493,298329588,541898038,0,25,0,0,0,-1,0
56907493,298329588,820445075,6,24,0,1,1,0,1
57170971,78467031,600306727,55,1,0,0,0,0,0
57170971,110151575,600306727,37,0,0,0,0,0,0
57381114,744479403,54666687,40,0,0,-1,1,0,1
57381114,744479403,111455099,19,0,0,0,0,0,0
57381114,744479403,242364222,69,-1,2,2,0,0,1
57381114,744479403,513017386,35,0,0,0,0,0,0
57381114,744479403,820445075,39,0,1,0,-1,0,2
57387864,665237982,54666687,0,2,3,1,0,0,2
57387864,665237982,242364222,0,0,2,0,0,0,0
57387864,665237982,820445075,0,2,3,2,2,0,4
57437730,914851084,111455099,1,0,0,0,0,0,0
57523228,78467031,350037367,61,44,2,0,0,0,2
57523228,78467031,436761077,57,14,1,0,2,0,1
57523228,78467031,628894442,27,2,0,0,0,0,1
57523228,718368786,350037367,69,1,1,1,0,0,0
57523228,718368786,436761077,55,0,1,0,1,18,1
57523228,718368786,628894442,36,1,2,0,0,0,-1
57755320,429279321,385182788,0,0,0,0,2,0,0
57755320,429279321,863107089,9,22,2,0,0,0,0
58057245,665237982,242364222,0,3,2,0,0,0,0
58057245,665237982,513017386,87,0,0,0,0,-1,2
58057245,665237982,820445075,109,2,1,1,0,1,0
58057245,735224030,242364222,170,3,0,0,0,0,0
58057245,735224030,513017386,67,1,4,0,1,0,2
58057245,735224030,820445075,151,1,0,1,1,-1,1
58075294,38379663,452052101,21,0,1,0,0,0,0
58075294,38379663,820445075,0,1,0,0,0,0,1
58109744,966044154,3000471,67,0,2,0,-2,2,1
58109744,966044154,182555396,14,0,4,0,0,0,1
58109744,966044154,319419383,50,0,1,0,0,0,0
58109744,966044154,422108434,19,1,2,0,0,-1,2
58109744,966044154,558685710,45,1,0,0,0,0,0
58109744,966044154,600575761,54,1,0,0,0,0,0
58109744,966044154,674701524,43,0,0,0,-1,0,0
58109744,966044154,941322277,55,2,2,0,0,0,-1
58666348,649181039,242364222,71,0,0,0,0,0,0
58666348,649181039,513017386,27,0,1,0,0,0,0
58666348,649181039,820445075,55,0,0,0,0,0,0
58678372,78467031,54666687,33,0,0,0,0,0,1
58678372,78467031,242364222,65,1,0,1,0,1,1
58678372,78467031,513017386,26,0,0,0,0,0,0
58678372,78467031,820445075,69,1,0,0,0,0,0
58779792,735224030,820445075,16,0,0,0,0,0,0
58788662,429279321,48794687,35,0,1,0,0,4,0
58788662,429279321,187580152,20,0,0,-1,1,3,1
58788662,665237982,48794687,17,0,0,0,0,0,0
58788662,665237982,187580152,11,0,-1,1,0,0,0
58788662,735224030,48794687,5,0,0,0,0,0,0
58788662,735224030,187580152,10,0,0,0,0,0,0
58841799,207708456,941322277,0,1,0,1,0,0,0
58850669,735224030,54666687,64,1,1,0,0,0,2
58850669,735224030,242364222,85,3,3,-5,4,1,1
58850669,735224030,513017386,55,1,3,2,0,0,4
58850669,735224030,820445075,97,3,3,0,0,1,6
58936675,744479403,111455099,60,0,0,0,0,0,0
58936675,744479403,452052101,53,0,0,0,0,0,0
58936675,744479403,541898038,48,0,0,0,0,1,1
58936675,744479403,704351195,55,0,0,0,0,0,0
58936675,744479403,727657238,60,0,0,0,0,0,0
58936675,744479403,792872119,45,0,0,0,0,0,0
58936675,744479403,912547955,50,0,0,0,0,0,0
59426157,718368786,108454628,8,0,0,0,1,2,0
59426157,718368786,124455800,13,0,0,-1,1,1,1
59426157,718368786,350037367,0,1,0,0,0,0,0
59426157,718368786,421635475,2,0,0,1,0,0,0
59426157,718368786,436761077,0,0,1,1,-1,0,0
59426157,718368786,628894442,6,0,0,0,0,0,0
59426157,718368786,843639151,13,0,1,2,0,5,0
60417484,32598062,242364222,94,0,4,0,1,0,0
60417484,32598062,513017386,43,0,0,0,0,0,0
60417484,32598062,820445075,81,0,0,0,0,0,0
60417484,735224030,242364222,59,0,0,0,0,0,-1
60417484,735224030,513017386,13,0,0,0,0,14,0
60417484,735224030,820445075,49,0,0,0,0,0,0
60482725,909958217,111455099,1,0,0,0,0,0,0
60482725,909958217,452052101,7,0,0,2,0,0,1
60482725,909958217,541898038,35,-1,1,0,0,0,0
60482725,909958217,704351195,3,0,0,1,0,0,0
60482725,909958217,727657238,19,0,1,0,0,0,0
60482725,909958217,792872119,11,1,0,0,0,0,0
60482725,909958217,912547955,31,1,1,0,-1,0,1
60525714,207708456,108454628,13,1,0,0,0,0,0
60525714,207708456,182555396,16,8,1,0,0,0,0
60525714,207708456,421635475,9,4,0,2,0,0,0
60525714,207708456,558685710,13,1,1,0,0,0,0
60525714,207708456,674701524,20,1,0,2,0,0,0
60525714,207708456,941322277,13,9,0,2,0,0,1
60525714,718368786,108454628,7,0,1,-1,1,0,0
60525714,718368786,182555396,16,0,0,1,1,1,0
60525714,718368786,421635475,10,0,0,0,0,0,0
60525714,718368786,558685710,11,1,1,1,0,0,0
60525714,718368786,674701524,14,1,0,0,0,0,0
60525714,718368786,941322277,10,0,1,0,0,0,0
60525714,735224030,108454628,9,1,0,0,0,3,4
60525714,735224030,182555396,15,0,3,0,0,5,3
60525714,735224030,421635475,12,0,0,0,0,0,5
60525714,735224030,558685710,11,1,1,0,0,1,0
60525714,735224030,674701524,17,1,0,0,0,3,4
60525714,735224030,941322277,14,2,0,0,0,3,5
60525714,797985965,108454628,18,0,0,-1,1,0,2
60525714,797985965,182555396,40,2,3,0,0,0,1
60525714,797985965,421635475,37,1,2,0,0,0,1
60525714,797985965,558685710,19,0,1,0,0,0,2
60525714,797985965,674701524,36,2,0,1,1,0,1
60525714,797985965,941322277,13,1,1,1,-1,1,1
60677528,665237982,111455099,6,0,0,0,0,0,0
60677528,665237982,513017386,9,0,0,0,0,0,0
60677528,665237982,820445075,3,0,0,0,0,0,0
60677528,842213539,111455099,1,1,0,0,0,0,0
60677528,842213539,513017386,4,0,0,-2,1,0,0
60787939,617064550,54666687,37,0,0,0,0,9,0
60787939,617064550,111455099,12,0,0,0,0,0,0
60787939,617064550,242364222,38,0,0,0,0,8,2
60787939,617064550,513017386,29,0,0,0,0,0,0
60787939,617064550,820445075,24,0,3,0,0,13,1
60808977,271590995,182555396,21,0,1,0,0,0,1
60808977,271590995,421635475,14,0,0,0,0,0,0
60808977,271590995,422108434,11,0,0,0,0,0,0
60808977,271590995,473452736,23,0,0,0,0,0,0
60808977,271590995,600575761,6,0,0,0,0,0,0
60808977,271590995,674701524,10,0,0,0,0,0,0
60808977,271590995,724094920,12,0,0,0,0,0,0
60848991,34395634,182555396,2,0,0,0,0,0,0
60848991,34395634,421635475,1,-1,0,0,0,0,1
60848991,34395634,422108434,46,1,0,0,0,0,0
60848991,34395634,473452736,3,0,0,0,0,0,0
60848991,34395634,674701524,26,0,0,0,1,0,0
60848991,203050366,182555396,50,0,1,0,0,0,0
60848991,203050366,421635475,28,0,0,-1,1,0,0
60848991,203050366,422108434,52,0,0,0,0,0,0
60848991,203050366,473452736,54,1,0,0,0,-1,1
60848991,203050366,674701524,46,0,8,1,1,0,0
60848991,203050366,724094920,11,0,0,0,-1,1,0
61027225,735224030,54666687,63,0,0,0,0,0,0
61027225,735224030,111455099,3,0,2,0,0,0,0
61027225,735224030,242364222,90,0,1,0,0,0,0
61027225,735224030,513017386,59,0,1,0,-1,2,0
61027225,735224030,820445075,65,-1,1,1,0,0,2
61040215,797985965,452052101,0,2,0,2,0,0,0
61040215,797985965,541898038,0,0,0,3,0,3,0
61040215,797985965,560206786,0,1,1,0,0,0,1
61040215,797985965,820445075,0,1,1,3,-2,0,0
61125771,842213539,452052101,1,0,0,0,0,0,0
61413994,444220004,7026791,115,1,0,1,1,0,1
61413994,444220004,8015276,84,0,0,0,1,-1,2
61413994,444220004,541898038,64,0,1,0,0,0,1
61413994,444220004,558685710,214,0,0,3,1,0,1
61413994,444220004,560206786,12,1,1,1,-1,2,1
61413994,444220004,843639151,244,2,1,2,2,0,1
61493192,203050366,836111865,271,0,5,2,2,1,2
61951937,744479403,54666687,25,2,1,1,0,0,1
61951937,744479403,242364222,42,0,3,1,1,2,4
61951937,744479403,513017386,0,0,1,1,0,0,0
61951937,744479403,820445075,29,1,1,1,1,3,0
62115771,263854140,3000471,49,0,0,0,1,0,0
62115771,263854140,90614934,44,1,0,0,0,0,0
62115771,263854140,208196760,50,0,0,0,0,0,0
62115771,263854140,254705979,27,0,0,0,0,0,0
62115771,263854140,319419383,36,0,0,0,0,0,1
62115771,263854140,329816267,40,0,0,0,0,0,0
62115771,263854140,333313752,43,0,0,0,1,0,0
62115771,263854140,489270175,40,0,0,0,0,0,-1
62115771,263854140,558685710,39,1,0,0,0,0,0
62115771,263854140,600575761,1,0,0,0,0,-1,0
62115771,263854140,632558253,57,0,-1,1,0,0,0
62115771,263854140,642148717,33,0,0,0,1,1,0
62115771,263854140,806347791,35,0,0,0,0,0,0
62115771,263854140,941322277,32,1,0,-1,1,0,0
62127823,222716272,54666687,53,2,0,1,0,0,1
62127823,222716272,242364222,82,1,4,0,1,3,9
62127823,222716272,513017386,64,3,1,2,1,0,3
62127823,222716272,820445075,68,2,2,2,1,8,7
62127823,593208659,54666687,21,1,1,-2,3,3,3
62127823,593208659,242364222,51,1,4,0,5,3,5
62127823,593208659,513017386,22,0,2,1,1,4,4
62127823,593208659,820445075,62,1,1,1,3,3,3
62284953,671435780,182555396,10,0,0,0,0,0,0
62284953,671435780,421635475,15,0,0,0,0,0,0
62284953,671435780,422108434,26,0,0,0,0,0,0
62284953,671435780,473452736,18,0,0,0,0,0,0
62284953,671435780,600575761,42,0,0,0,0,0,0
62284953,671435780,674701524,28,0,0,0,0,0,0
62284953,671435780,724094920,7,0,0,0,0,0,0
62316666,599073594,3000471,46,1,0,0,0,0,0
62316666,599073594,182555396,3,0,0,0,0,0,0
62316666,599073594,319419383,16,0,0,0,0,0,0
62316666,599073594,422108434,19,0,0,0,0,0,1
62316666,599073594,558685710,31,0,0,-1,1,0,0
62316666,599073594,600575761,69,0,0,0,0,0,0
62316666,599073594,674701524,31,0,1,0,0,0,1
62316666,599073594,941322277,68,0,0,0,0,0,0
62470902,735224030,820445075,21,0,6,0,0,0,0
62527697,225658505,820445075,1,0,0,0,0,3,1
62537567,665237982,242364222,293,0,0,0,2,0,1
62537567,665237982,513017386,92,0,1,0,0,0,0
62537567,665237982,820445075,216,0,1,0,0,0,0
62537567,735224030,242364222,285,1,2,2,0,0,0
62537567,735224030,513017386,73,0,0,0,0,1,0
62537567,735224030,820445075,179,1,0,0,1,1,0
62537904,32598062,866775388,92,0,0,0,0,0,0
62537904,735224030,866775388,51,0,0,0,0,0,1
62648145,859479207,7026791,0,2,-2,0,0,0,1
62648145,859479207,8015276,29,0,0,-1,3,-1,3
62648145,859479207,452052101,35,-1,1,0,0,0,0
62648145,859479207,541898038,26,0,0,0,1,-1,1
62648145,859479207,558685710,0,5,0,1,0,0,1
62648145,859479207,560206786,24,0,0,0,0,0,0
62715714,842213539,182555396,22,0,0,0,1,0,0
62715714,842213539,489270175,25,0,0,0,0,0,0
62715714,842213539,558685710,99,1,0,0,0,0,0
62715714,842213539,642148717,62,0,0,0,0,0,0
62715714,842213539,674701524,24,0,0,0,0,0,0
62715714,842213539,941322277,65,0,0,0,0,0,2
62760792,735224030,627547010,63,2,1,0,0,0,3
62760792,735224030,727657238,49,0,2,1,0,34,5
62963293,797985965,452052101,28,4,1,0,5,0,0
62963293,797985965,541898038,13,2,0,0,1,0,1
62963293,797985965,560206786,11,1,0,0,0,0,0
62963293,797985965,820445075,40,0,0,3,0,0,0
63465166,797985965,182555396,20,1,0,0,0,0,0
63465166,797985965,558685710,87,0,0,1,-2,3,1
63465166,797985965,642148717,65,0,0,0,-1,1,0
63465166,797985965,674701524,47,0,0,1,0,0,0
63465166,797985965,941322277,86,2,0,0,1,0,2
63870605,665237982,401848970,26,0,0,-1,1,-1,1
63870605,665237982,541898038,11,2,0,0,0,11,1
63870605,665237982,724094920,32,0,1,1,0,1,0
63870605,665237982,727657238,33,0,0,0,0,4,0
63870605,665237982,863107089,31,11,0,1,0,0,0
63870605,665237982,864751709,24,21,-1,0,7,3,2
63939024,34395634,182555396,25,0,0,0,-1,1,0
63939024,34395634,421635475,20,0,0,0,0,0,0
63939024,34395634,422108434,18,0,0,0,0,0,0
63939024,34395634,473452736,30,0,0,0,0,0,0
63939024,34395634,600575761,14,0,0,0,0,0,0
63939024,34395634,674701524,14,0,0,0,0,0,0
63939024,34395634,724094920,12,0,0,0,0,1,0
64041018,665237982,473452736,37,0,0,1,37,4,18
64097731,842213539,54666687,4,0,1,0,0,-1,4
64097731,842213539,242364222,40,1,5,0,1,-1,1
64097731,842213539,513017386,14,0,0,0,0,0,0
64097731,842213539,820445075,87,0,2,0,0,0,3
64490985,649181039,7026791,216,0,0,0,0,-1,1
64490985,649181039,8015276,182,0,1,0,0,0,0
64490985,649181039,541898038,77,0,0,0,0,-1,2
64490985,649181039,558685710,268,0,0,0,0,0,0
64490985,649181039,560206786,48,0,0,0,0,0,0
64490985,649181039,843639151,237,2,0,0,0,0,1
64913622,859479207,7026791,0,0,1,0,1,0,1
64913622,859479207,8015276,23,-1,0,0,0,0,0
64913622,859479207,560206786,16,0,0,0,0,0,0
65051697,665237982,111455099,10,0,0,0,0,0,0
65051697,665237982,513017386,13,0,0,0,0,0,0
65051697,665237982,820445075,14,0,0,0,0,0,0
65051697,718368786,111455099,5,0,0,0,0,0,0
65051697,718368786,513017386,9,0,0,0,0,0,0
65051697,718368786,820445075,11,0,0,0,0,0,0
65051697,842213539,111455099,6,0,0,0,0,0,1
65051697,842213539,513017386,14,0,0,0,0,0,0
65051697,842213539,820445075,7,0,0,0,0,0,0
65080439,222716272,54666687,41,0,0,0,0,-1,2
65080439,222716272,242364222,41,0,2,0,0,0,2
65080439,222716272,513017386,32,0,0,0,0,-1,2
65080439,222716272,820445075,31,0,0,-1,1,0,0
65083292,263854140,3000471,29,0,0,0,0,0,0
65083292,263854140,319419383,23,0,0,0,0,0,0
65083292,263854140,422108434,1,0,0,0,0,1,0
65083292,263854140,558685710,16,0,0,0,0,0,0
65083292,263854140,600575761,18,0,0,0,0,0,0
65083292,263854140,674701524,5,0,-1,2,0,2,0
65083292,263854140,941322277,23,0,0,0,0,0,0
65121904,429279321,111455099,47,1,0,0,1,0,1
65121904,429279321,452052101,41,0,0,1,0,1,0
65121904,429279321,513017386,78,1,0,1,0,0,0
65121904,429279321,541898038,86,0,1,1,0,0,0
65121904,429279321,704351195,76,0,0,-1,1,0,1
65121904,429279321,727657238,131,0,1,0,0,0,0
65121904,429279321,792872119,45,0,0,0,0,0,0
65121904,429279321,912547955,71,0,0,0,0,1,1
65189174,444220004,836111865,342,1,0,0,-1,-1,2
65221435,475628185,111455099,20,0,0,0,0,0,0
65221435,475628185,242364222,77,-1,1,0,0,0,0
65221435,475628185,452052101,11,0,0,0,0,-1,7
65221435,475628185,513017386,14,0,22,14,0,0,0
65221435,475628185,820445075,73,0,0,0,2,0,0
65436382,735224030,513017386,6,0,0,0,0,0,0
65436382,735224030,820445075,10,0,-1,1,0,0,0
65556401,735224030,54666687,36,0,0,0,0,1,1
65556401,735224030,242364222,27,1,5,0,1,0,4
65556401,735224030,513017386,17,0,1,0,0,0,0
65556401,735224030,820445075,27,1,3,0,0,0,2
65580817,222716272,242364222,2,0,0,0,0,0,0
65580817,222716272,452052101,1,0,0,0,0,0,0
65691914,51733619,111455099,2,0,0,0,0,0,0
65691914,51733619,242364222,38,2,1,1,-1,0,0
65691914,51733619,452052101,1,0,0,0,0,0,0
65691914,51733619,513017386,21,0,1,0,0,0,0
65691914,51733619,820445075,34,0,0,0,0,0,0
65691914,665237982,111455099,1,0,0,0,0,0,0
65691914,665237982,242364222,81,1,3,0,1,1,0
65691914,665237982,452052101,0,0,0,0,0,0,1
65691914,665237982,513017386,76,1,0,1,0,0,0
